model,fips_state,hyperparameter,initial_guess,season_2025-2026,exclude_None
SIR-1S,23,delta_beta_temporal_mu_4,0.1065312634078427,0.18762827,0.1824184878506979
SIR-1S,23,delta_beta_temporal_mu_5,-0.011242515,0.000957008,-0.007959282
SIR-1S,23,delta_beta_temporal_mu_6,-0.059707911,-0.000114114,-0.061105172
SIR-1S,23,delta_beta_temporal_mu_7,0.073707722,0.130774622,0.107279725
SIR-1S,23,delta_beta_temporal_mu_8,0.044767414,0.022357742,0.013109262
SIR-1S,23,delta_beta_temporal_mu_9,0.011308477,-0.003101029,-0.013905593
SIR-1S,23,delta_beta_temporal_mu_10,0.013815571,-0.00279329,-0.028043295
SIR-1S,23,delta_beta_temporal_mu_11,0.029639219,0.029733334,0.01656508
SIR-1S,23,delta_beta_temporal_sigma_0,0.003293068,0.040107385,0.019045993
SIR-1S,23,delta_beta_temporal_sigma_1,0.011009105,0.048444957,0.032285681
SIR-1S,23,delta_beta_temporal_sigma_2,0.016702366,0.056022351,0.026927541
SIR-1S,23,delta_beta_temporal_sigma_3,0.019668336,0.029922949,0.045241344
SIR-1S,23,delta_beta_temporal_sigma_4,0.055128116,0.066859041,0.058322884
SIR-1S,23,delta_beta_temporal_sigma_5,0.033215198,0.046251054,0.037379159
SIR-1S,23,delta_beta_temporal_sigma_6,0.036850113,0.049250261,0.079559745
SIR-1S,23,delta_beta_temporal_sigma_7,0.025316682,0.028370972,0.055593354
SIR-1S,23,delta_beta_temporal_sigma_8,0.020509989,0.049528735,0.043639596
SIR-1S,23,delta_beta_temporal_sigma_9,0.022810575,0.036408054,0.045572828
SIR-1S,23,delta_beta_temporal_sigma_10,0.017651574,0.019603019,0.039509592
SIR-1S,23,delta_beta_temporal_sigma_11,0.01863162,0.038289818,0.033724265
SIR-1S,24,rho_h_s_0,0.3700818857977023,0.435533078,0.3244304986480151
SIR-1S,24,rho_h_scale_0,0.003749572,0.004782777,0.004339778
SIR-1S,24,f_R_mu_0,0.2927278657865076,0.335181676,0.3283532612839037
SIR-1S,24,f_R_sigma_0,0.010718839,0.020155226,0.015033418
SIR-1S,24,f_I_s_0,1.1085075348294176,0.574341353,0.4055636421228833
SIR-1S,24,f_I_scale_0,1.1228959533507956e-05,2.67e-05,2.6036591815253422e-05
SIR-1S,24,beta_mu_0,0.4803663668741977,0.482827245,0.4858844758711124
SIR-1S,24,beta_sigma_0,0.002763406,0.003074322,0.009336008
SIR-1S,24,delta_beta_temporal_mu_0,-0.035550175,-0.018674187,-0.025648347
SIR-1S,24,delta_beta_temporal_mu_1,-0.006480584,-0.001330541,0.002654343
SIR-1S,24,delta_beta_temporal_mu_2,0.015446097,0.002352494,0.02942038
SIR-1S,24,delta_beta_temporal_mu_3,0.051516037,0.063406299,0.046015865
SIR-1S,24,delta_beta_temporal_mu_4,0.1303037968466785,0.171740266,0.1731833118633705
SIR-1S,24,delta_beta_temporal_mu_5,-0.070078845,-0.036052222,-0.058155484
SIR-1S,24,delta_beta_temporal_mu_6,-0.116023365,-0.020168702,-0.066480881
SIR-1S,24,delta_beta_temporal_mu_7,0.01415477,0.059441949,0.045966951
SIR-1S,24,delta_beta_temporal_mu_8,0.018856693,0.034453853,0.022497497
SIR-1S,24,delta_beta_temporal_mu_9,0.037170249,0.056470195,0.042949159
SIR-1S,24,delta_beta_temporal_mu_10,-0.002947468,-0.003766437,0.002986315
SIR-1S,24,delta_beta_temporal_mu_11,0.039654803,0.120911523,0.071377529
SIR-1S,24,delta_beta_temporal_sigma_0,0.000267148,0.042701108,0.001698
SIR-1S,24,delta_beta_temporal_sigma_1,0.010169418,0.008145285,0.02254724
SIR-1S,24,delta_beta_temporal_sigma_2,0.03190129,0.037323777,0.042625978
SIR-1S,24,delta_beta_temporal_sigma_3,0.015230044,0.049701062,0.030760829
SIR-1S,24,delta_beta_temporal_sigma_4,0.025106352,0.031313863,0.028604334
SIR-1S,24,delta_beta_temporal_sigma_5,0.012894907,0.041765103,0.028489156
SIR-1S,24,delta_beta_temporal_sigma_6,0.089015154,0.091718342,0.1351060256208984
SIR-1S,24,delta_beta_temporal_sigma_7,0.051344307,0.091948828,0.062713692
SIR-1S,24,delta_beta_temporal_sigma_8,0.10735563,0.135512594,0.091331963
SIR-1S,24,delta_beta_temporal_sigma_9,0.07405638,0.095920186,0.073407085
SIR-1S,24,delta_beta_temporal_sigma_10,0.024077261,0.048391981,0.026348799
SIR-1S,24,delta_beta_temporal_sigma_11,0.01737272,0.05700794,0.035787275
SIR-1S,25,rho_h_s_0,0.2689875813103549,0.156919394,0.164462886
SIR-1S,25,rho_h_scale_0,0.006131887,0.007964921,0.007612144
SIR-1S,25,f_R_mu_0,0.2794176368300835,0.321441267,0.3292618187229338
SIR-1S,25,f_R_sigma_0,0.011602758,0.008264749,0.023599091
SIR-1S,25,f_I_s_0,1.1696959812834675,0.156878954,0.1590016060887115
SIR-1S,25,f_I_scale_0,1.2306737519576108e-05,3.38e-05,2.996860988154776e-05
SIR-1S,25,beta_mu_0,0.4696991623455849,0.478141161,0.4858533508385143
SIR-1S,25,beta_sigma_0,0.008823681,0.019509644,0.012934398
SIR-1S,25,delta_beta_temporal_mu_0,-0.043795,-0.003382253,-0.025637936
SIR-1S,25,delta_beta_temporal_mu_1,-0.020414647,-0.02828862,-0.005149131
SIR-1S,25,delta_beta_temporal_mu_2,0.010382101,0.049745634,0.027569628
SIR-1S,25,delta_beta_temporal_mu_3,0.030042128,0.009135508,0.035511376
SIR-1S,25,delta_beta_temporal_mu_4,0.1397564025461228,0.13064442,0.1497571803113504
SIR-1S,25,delta_beta_temporal_mu_5,-0.060441338,-0.02834235,-0.058882958
SIR-1S,25,delta_beta_temporal_mu_6,-0.104101412,-0.016193676,-0.090292444
SIR-1S,25,delta_beta_temporal_mu_7,-0.003384713,0.05974059,0.001408721
SIR-1S,25,delta_beta_temporal_mu_8,0.040495818,0.036076672,0.031985369
SIR-1S,25,delta_beta_temporal_mu_9,-0.01886952,-0.022802467,-0.027831011
SIR-1S,25,delta_beta_temporal_mu_10,0.009931596,-0.015485185,-0.006303097
SIR-1S,25,delta_beta_temporal_mu_11,0.086197643,0.046950887,0.061039023
SIR-1S,25,delta_beta_temporal_sigma_0,0.01469557,0.035552418,0.039321434
SIR-1S,25,delta_beta_temporal_sigma_1,0.037992149,0.045968143,0.03927386
SIR-1S,25,delta_beta_temporal_sigma_2,0.009636038,0.041333947,0.021612154
SIR-1S,25,delta_beta_temporal_sigma_3,0.061441455,0.058992257,0.073776754
SIR-1S,25,delta_beta_temporal_sigma_4,0.070718383,0.05949966,0.079237902
SIR-1S,25,delta_beta_temporal_sigma_5,0.027454041,0.045178888,0.029542304
SIR-1S,25,delta_beta_temporal_sigma_6,0.1002419615303381,0.09263122,0.1263559641742615
SIR-1S,25,delta_beta_temporal_sigma_7,0.06672606,0.03284011,0.078939479
SIR-1S,25,delta_beta_temporal_sigma_8,0.040310615,0.054019161,0.042748733
SIR-1S,25,delta_beta_temporal_sigma_9,0.072555266,0.071513337,0.05601742
SIR-1S,25,delta_beta_temporal_sigma_10,0.061625653,0.051750358,0.037037618
SIR-1S,25,delta_beta_temporal_sigma_11,0.042653485,0.050069516,0.036261551
SIR-1S,26,rho_h_s_0,0.2904030458040509,0.253892244,0.3068978556527151
SIR-1S,26,rho_h_scale_0,0.005973846,0.007273066,0.006970128
SIR-1S,26,f_R_mu_0,0.2989927351656686,0.32617722,0.3332421167644078
SIR-1S,26,f_R_sigma_0,0.019622676,0.016259753,0.013648292
SIR-1S,26,f_I_s_0,0.8972049073956653,0.293411923,0.257723224
SIR-1S,26,f_I_scale_0,2.456136586835525e-05,3.52e-05,3.705367052018908e-05
SIR-1S,26,beta_mu_0,0.4664491711902716,0.473647189,0.4792280918825935
SIR-1S,26,beta_sigma_0,0.01035264,0.0084074,0.010039736
SIR-1S,26,delta_beta_temporal_mu_0,-0.074286763,-0.081481276,-0.093693099
SIR-1S,26,delta_beta_temporal_mu_1,-0.00243858,0.040172365,0.020257398
SIR-1S,26,delta_beta_temporal_mu_2,0.018494383,0.03873999,0.019779656
SIR-1S,26,delta_beta_temporal_mu_3,0.072596023,0.037202251,0.061352188
SIR-1S,26,delta_beta_temporal_mu_4,0.1692366131927472,0.143361878,0.1786657363644955
SIR-1S,26,delta_beta_temporal_mu_5,-0.100812786,-0.075470497,-0.100046582
SIR-1S,26,delta_beta_temporal_mu_6,-0.064915252,0.002679694,-0.042786303
SIR-1S,26,delta_beta_temporal_mu_7,0.070976745,0.098032339,0.086969257
SIR-1S,26,delta_beta_temporal_mu_8,0.084857585,0.07939418,0.06934277
SIR-1S,26,delta_beta_temporal_mu_9,0.000580178,-0.019923037,-0.006206525
SIR-1S,26,delta_beta_temporal_mu_10,0.022940471,0.055798786,0.027464695
SIR-1S,26,delta_beta_temporal_mu_11,-0.004156632,0.007556183,-0.002331642
SIR-1S,26,delta_beta_temporal_sigma_0,0.036255903,0.047961048,0.038812159
SIR-1S,26,delta_beta_temporal_sigma_1,0.005842099,0.037721062,0.018250803
SIR-1S,26,delta_beta_temporal_sigma_2,0.038623947,0.040392442,0.035359238
SIR-1S,26,delta_beta_temporal_sigma_3,0.057149262,0.021221095,0.047503716
SIR-1S,26,delta_beta_temporal_sigma_4,0.091459221,0.009152043,0.085783203
SIR-1S,26,delta_beta_temporal_sigma_5,0.016200828,0.059732709,0.030979395
SIR-1S,26,delta_beta_temporal_sigma_6,0.069912025,0.059968505,0.1094114796184514
SIR-1S,26,delta_beta_temporal_sigma_7,0.03414937,0.038819612,0.037111617
SIR-1S,26,delta_beta_temporal_sigma_8,0.062749186,0.090015125,0.072869166
SIR-1S,26,delta_beta_temporal_sigma_9,0.044545184,0.053248782,0.023209614
SIR-1S,26,delta_beta_temporal_sigma_10,0.056271392,0.048857186,0.051249422
SIR-1S,26,delta_beta_temporal_sigma_11,0.095243222,0.088853665,0.062143391
SIR-1S,27,rho_h_s_0,0.3921667091947936,0.420695815,0.348498229
SIR-1S,27,rho_h_scale_0,0.004256526,0.004911786,0.004638014
SIR-1S,27,f_R_mu_0,0.2870693352198544,0.331709359,0.3228320500519619
SIR-1S,27,f_R_sigma_0,0.014580843,0.029323412,0.019571038
SIR-1S,27,f_I_s_0,0.9343729551786956,0.178980475,0.1808173024833342
SIR-1S,27,f_I_scale_0,1.1687857073032366e-05,4.12e-05,1.7690698878715216e-05
SIR-1S,27,beta_mu_0,0.4785506118242645,0.479957505,0.4909158849947965
SIR-1S,27,beta_sigma_0,0.007329973,0.006027233,0.0105948
SIR-1S,27,delta_beta_temporal_mu_0,-0.08877088,-0.051167072,-0.065132567
SIR-1S,27,delta_beta_temporal_mu_1,-0.053688548,-0.023485756,-0.01676025
SIR-1S,27,delta_beta_temporal_mu_2,-0.014951807,-0.002818829,0.000251553
SIR-1S,27,delta_beta_temporal_mu_3,0.07913547,0.08599787,0.065693353
SIR-1S,27,delta_beta_temporal_mu_4,0.1561001079520915,0.187041929,0.1643974622250146
SIR-1S,27,delta_beta_temporal_mu_5,-0.093956218,-0.022574984,-0.080853575
SIR-1S,27,delta_beta_temporal_mu_6,-0.087533092,0.001158505,-0.050838603
SIR-1S,27,delta_beta_temporal_mu_7,0.004653166,0.000950428,0.00783854
SIR-1S,27,delta_beta_temporal_mu_8,0.025241382,0.038696736,0.023157819
SIR-1S,27,delta_beta_temporal_mu_9,0.058636816,0.084101493,0.073426181
SIR-1S,27,delta_beta_temporal_mu_10,0.01309976,0.080383148,0.037277842
SIR-1S,27,delta_beta_temporal_mu_11,0.016510479,0.036999871,0.025718395
SIR-1S,27,delta_beta_temporal_sigma_0,0.063857279,0.085340753,0.061024282
SIR-1S,27,delta_beta_temporal_sigma_1,0.073637911,0.065537465,0.04890148
SIR-1S,27,delta_beta_temporal_sigma_2,0.0518229,0.052664625,0.037612599
SIR-1S,27,delta_beta_temporal_sigma_3,0.021159074,0.013415972,0.056983751
SIR-1S,27,delta_beta_temporal_sigma_4,0.064337585,0.12053495,0.089267766
SIR-1S,27,delta_beta_temporal_sigma_5,0.056195753,0.062082563,0.073835634
SIR-1S,27,delta_beta_temporal_sigma_6,0.072471452,0.044444949,0.061479291
SIR-1S,27,delta_beta_temporal_sigma_7,0.032368567,0.052402256,0.023459094
SIR-1S,27,delta_beta_temporal_sigma_8,0.043371244,0.057184349,0.049843069
SIR-1S,27,delta_beta_temporal_sigma_9,0.026897053,0.051887148,0.036437664
SIR-1S,27,delta_beta_temporal_sigma_10,0.057612874,0.04761318,0.041848316
SIR-1S,27,delta_beta_temporal_sigma_11,0.010788063,0.038465307,0.021828573
SIR-1S,28,rho_h_s_0,0.092283283,0.119704749,0.076311257
SIR-1S,28,rho_h_scale_0,0.006410182,0.010881922,0.011746657
SIR-1S,28,f_R_mu_0,0.298712446,0.352974565,0.3513513399046383
SIR-1S,28,f_R_sigma_0,0.009550391,0.019486959,0.008547594
SIR-1S,28,f_I_s_0,0.7975574652463989,0.308873536,0.1679160736482638
SIR-1S,28,f_I_scale_0,9.212599149265324e-05,0.000164244,0.000160877
SIR-1S,28,beta_mu_0,0.4596544969083913,0.465960674,0.4688347099973874
SIR-1S,28,beta_sigma_0,0.001362892,0.009103506,0.004975936
SIR-1S,28,delta_beta_temporal_mu_0,-0.080230197,-0.02112189,-0.058024299
SIR-1S,28,delta_beta_temporal_mu_1,-0.028128976,0.00251969,0.027107327
SIR-1S,28,delta_beta_temporal_mu_2,-0.011172685,0.003042069,0.021216616
SIR-1S,28,delta_beta_temporal_mu_3,0.059184728,0.047402151,0.087906162
SIR-1S,28,delta_beta_temporal_mu_4,0.1639041844801546,0.260337476,0.2475791932682946
SIR-1S,28,delta_beta_temporal_mu_5,-0.073996568,-0.055340387,-0.072601403
SIR-1S,28,delta_beta_temporal_mu_6,-0.000181937,0.027827809,-0.001301296
SIR-1S,28,delta_beta_temporal_mu_7,0.041374608,-0.01010178,0.031398795
SIR-1S,28,delta_beta_temporal_mu_8,-0.016205533,-0.071250047,-0.030150438
SIR-1S,28,delta_beta_temporal_mu_9,0.037283489,0.078269628,0.005670089
SIR-1S,28,delta_beta_temporal_mu_10,-0.016367588,-0.007550987,-0.068164506
SIR-1S,28,delta_beta_temporal_mu_11,0.029769999,0.028392908,0.006450362
SIR-1S,28,delta_beta_temporal_sigma_0,0.021081467,0.050445554,0.033431498
SIR-1S,28,delta_beta_temporal_sigma_1,0.02861929,0.010728676,0.034091664
SIR-1S,28,delta_beta_temporal_sigma_2,0.025275276,0.05151106,0.027376304
SIR-1S,28,delta_beta_temporal_sigma_3,0.045506855,0.035512188,0.037604067
SIR-1S,28,delta_beta_temporal_sigma_4,0.014157176,0.043840333,0.029574194
SIR-1S,28,delta_beta_temporal_sigma_5,0.024306759,0.041717879,0.039168325
SIR-1S,28,delta_beta_temporal_sigma_6,0.091216082,0.145144326,0.1218940356983594
SIR-1S,28,delta_beta_temporal_sigma_7,0.091288028,0.043215425,0.1055766877048556
SIR-1S,28,delta_beta_temporal_sigma_8,0.045048991,0.049098895,0.031254251
SIR-1S,28,delta_beta_temporal_sigma_9,0.053986246,0.053803186,0.057992733
SIR-1S,28,delta_beta_temporal_sigma_10,0.066877921,0.066027951,0.076114135
SIR-1S,28,delta_beta_temporal_sigma_11,0.026099456,0.052531809,0.035715588
SIR-1S,29,rho_h_s_0,0.2824666057370379,0.346155109,0.253039643
SIR-1S,29,rho_h_scale_0,0.00636853,0.008770842,0.008314138
SIR-1S,29,f_R_mu_0,0.2798836122260131,0.334688137,0.3367941294118122
SIR-1S,29,f_R_sigma_0,0.026894675,0.03078879,0.019458794
SIR-1S,29,f_I_s_0,1.4503943081440278,0.727059993,0.6016971754400562
SIR-1S,29,f_I_scale_0,2.214169978049763e-05,4.38e-05,6.128334013948405e-05
SIR-1S,29,beta_mu_0,0.4654663959981807,0.473288986,0.474649965
SIR-1S,29,beta_sigma_0,0.002064955,0.001440058,0.007492835
SIR-1S,29,delta_beta_temporal_mu_0,-0.085415463,-0.071147697,-0.070185668
SIR-1S,29,delta_beta_temporal_mu_1,-0.027716326,0.021597279,0.012323358
SIR-1S,29,delta_beta_temporal_mu_2,-0.028480548,0.019839783,0.024889584
SIR-1S,29,delta_beta_temporal_mu_3,0.03333535,0.025759155,0.040435751
SIR-1S,29,delta_beta_temporal_mu_4,0.2125602957553791,0.207297866,0.270459345
SIR-1S,29,delta_beta_temporal_mu_5,-0.134366644,-0.08770075,-0.116505091
SIR-1S,29,delta_beta_temporal_mu_6,-0.046327853,-0.018442754,-0.008294896
SIR-1S,29,delta_beta_temporal_mu_7,0.1032558918243675,0.106188797,0.1096592254835626
SIR-1S,29,delta_beta_temporal_mu_8,0.030950322,0.048864992,0.048098298
SIR-1S,29,delta_beta_temporal_mu_9,-0.01177201,-0.022471937,-0.004248573
SIR-1S,29,delta_beta_temporal_mu_10,-0.057487499,-0.034104904,-0.048680533
SIR-1S,29,delta_beta_temporal_mu_11,0.008550714,0.026904512,0.015049422
SIR-1S,29,delta_beta_temporal_sigma_0,0.031421022,0.053808461,0.038067165
SIR-1S,29,delta_beta_temporal_sigma_1,0.024997111,0.032448078,0.032259206
SIR-1S,29,delta_beta_temporal_sigma_2,0.044923498,0.05644131,0.0357678
SIR-1S,29,delta_beta_temporal_sigma_3,0.028997059,0.037607949,0.034615113
SIR-1S,29,delta_beta_temporal_sigma_4,0.091898567,0.09739359,0.106757481
SIR-1S,29,delta_beta_temporal_sigma_5,0.052376721,0.047956135,0.038971058
SIR-1S,29,delta_beta_temporal_sigma_6,0.013457769,0.033673394,0.02287291
SIR-1S,29,delta_beta_temporal_sigma_7,0.028939008,0.054762964,0.038136477
SIR-1S,29,delta_beta_temporal_sigma_8,0.088138598,0.100677362,0.068983552
SIR-1S,29,delta_beta_temporal_sigma_9,0.073022235,0.078661702,0.054340672
SIR-1S,29,delta_beta_temporal_sigma_10,0.052640291,0.056984544,0.045822836
SIR-1S,29,delta_beta_temporal_sigma_11,0.041641597,0.048586586,0.03030326
SIR-1S,30,rho_h_s_0,0.1449674854313081,0.146302128,0.1193956496628853
SIR-1S,30,rho_h_scale_0,0.005173313,0.007458789,0.007872941
SIR-1S,30,f_R_mu_0,0.2909382864312373,0.342433867,0.3374827190163604
SIR-1S,30,f_R_sigma_0,0.004705595,0.021061966,0.011324188
SIR-1S,30,f_I_s_0,0.5720323860038052,0.163122846,0.1422591547635266
SIR-1S,30,f_I_scale_0,1.306422942514923e-05,3.23e-05,5.358842271521903e-05
SIR-1S,30,beta_mu_0,0.4784975144033966,0.481189913,0.4778312456886984
SIR-1S,30,beta_sigma_0,0.002509444,0.014431796,0.008615613
SIR-1S,30,delta_beta_temporal_mu_0,-0.046117164,-0.040335889,-0.033627986
SIR-1S,30,delta_beta_temporal_mu_1,-0.035616736,0.016567725,-0.011024682
SIR-1S,30,delta_beta_temporal_mu_2,-0.003531996,-0.010023138,-0.00606698
SIR-1S,30,delta_beta_temporal_mu_3,0.051729071,0.045269156,0.057397989
SIR-1S,30,delta_beta_temporal_mu_4,0.1147978028479289,0.183954438,0.2499673727150507
SIR-1S,30,delta_beta_temporal_mu_5,-0.046946945,-0.030059062,-0.068364006
SIR-1S,30,delta_beta_temporal_mu_6,-0.030391734,-0.001897119,-0.01656946
SIR-1S,30,delta_beta_temporal_mu_7,0.043331633,0.022539878,0.043253461
SIR-1S,30,delta_beta_temporal_mu_8,0.028807778,0.009453694,0.006986614
SIR-1S,30,delta_beta_temporal_mu_9,0.077141832,0.074983041,0.06705437
SIR-1S,30,delta_beta_temporal_mu_10,0.022132399,0.009753397,0.005829505
SIR-1S,30,delta_beta_temporal_mu_11,0.004804316,0.000790467,-0.003423881
SIR-1S,30,delta_beta_temporal_sigma_0,0.009816869,0.000873918,0.037478077
SIR-1S,30,delta_beta_temporal_sigma_1,0.011031447,0.029266866,0.033917034
SIR-1S,30,delta_beta_temporal_sigma_2,0.00918605,0.055812709,0.018495326
SIR-1S,30,delta_beta_temporal_sigma_3,0.009948243,0.053115277,0.028366985
SIR-1S,30,delta_beta_temporal_sigma_4,0.03016175,0.042042045,0.039126247
SIR-1S,30,delta_beta_temporal_sigma_5,0.015165131,0.023020092,0.033584676
SIR-1S,30,delta_beta_temporal_sigma_6,0.018218912,0.03631797,0.030551134
SIR-1S,30,delta_beta_temporal_sigma_7,0.052031936,0.106608986,0.098429813
SIR-1S,30,delta_beta_temporal_sigma_8,0.041902252,0.100213439,0.075789761
SIR-1S,30,delta_beta_temporal_sigma_9,0.022274557,0.05566024,0.043881321
SIR-1S,30,delta_beta_temporal_sigma_10,0.022818234,0.05768707,0.029720875
SIR-1S,30,delta_beta_temporal_sigma_11,0.011043117,0.034921697,0.023917809
SIR-1S,31,rho_h_s_0,0.216801887,0.253952855,0.1635065324683898
SIR-1S,31,rho_h_scale_0,0.003998235,0.005328865,0.005335995
SIR-1S,31,f_R_mu_0,0.2920817257459857,0.349410597,0.3399563094567189
SIR-1S,31,f_R_sigma_0,0.018256078,0.03700826,0.024268857
SIR-1S,31,f_I_s_0,1.1722272723525848,0.62160441,0.3552782222613691
SIR-1S,31,f_I_scale_0,1.561850835206412e-05,7.21e-05,4.402994737528933e-05
SIR-1S,31,beta_mu_0,0.474654856,0.477563515,0.4816661623380504
SIR-1S,31,beta_sigma_0,0.002404841,0.018103442,0.006698564
SIR-1S,31,delta_beta_temporal_mu_0,-0.048676413,-0.004200628,-0.01296541
SIR-1S,31,delta_beta_temporal_mu_1,-0.034711027,-0.057003742,-0.037693042
SIR-1S,31,delta_beta_temporal_mu_2,-0.002837413,0.004113949,-0.003992769
SIR-1S,31,delta_beta_temporal_mu_3,0.05333869,0.049289594,0.0616052
SIR-1S,31,delta_beta_temporal_mu_4,0.1247657803644849,0.220904104,0.2232167193718061
SIR-1S,31,delta_beta_temporal_mu_5,-0.076912403,-0.058173911,-0.087686799
SIR-1S,31,delta_beta_temporal_mu_6,-0.018325635,0.022298178,0.002472126
SIR-1S,31,delta_beta_temporal_mu_7,0.080522503,0.091587789,0.093868022
SIR-1S,31,delta_beta_temporal_mu_8,0.07022109,0.108896029,0.070038389
SIR-1S,31,delta_beta_temporal_mu_9,0.023865135,0.026427303,0.010538376
SIR-1S,31,delta_beta_temporal_mu_10,0.016752537,0.013309779,0.00217793
SIR-1S,31,delta_beta_temporal_mu_11,0.022417046,0.027367074,0.008143926
SIR-1S,31,delta_beta_temporal_sigma_0,0.010782319,0.040753321,0.03627403
SIR-1S,31,delta_beta_temporal_sigma_1,0.0129794,0.016486623,0.029790502
SIR-1S,31,delta_beta_temporal_sigma_2,0.016500211,0.041162139,0.033210549
SIR-1S,31,delta_beta_temporal_sigma_3,0.01506684,0.002743026,0.035655882
SIR-1S,31,delta_beta_temporal_sigma_4,0.034675252,0.052493075,0.05672022
SIR-1S,31,delta_beta_temporal_sigma_5,0.023562996,0.056645138,0.035396627
SIR-1S,31,delta_beta_temporal_sigma_6,0.026167201,0.046309823,0.044889208
SIR-1S,31,delta_beta_temporal_sigma_7,0.028642955,0.07360565,0.053045057
SIR-1S,31,delta_beta_temporal_sigma_8,0.032931795,0.058687973,0.048405091
SIR-1S,31,delta_beta_temporal_sigma_9,0.042013982,0.058294821,0.037205017
SIR-1S,31,delta_beta_temporal_sigma_10,0.018912434,0.056888574,0.034530725
SIR-1S,31,delta_beta_temporal_sigma_11,0.015450667,0.052670661,0.039434135
SIR-1S,32,rho_h_s_0,0.2727512149543772,0.301335935,0.2142220145248974
SIR-1S,32,rho_h_scale_0,0.004525431,0.006274277,0.006786466
SIR-1S,32,f_R_mu_0,0.2920685951536926,0.340811567,0.3326485906552464
SIR-1S,32,f_R_sigma_0,0.012643866,0.025748218,0.016841847
SIR-1S,32,f_I_s_0,0.5197503172610991,0.216046784,0.137754037
SIR-1S,32,f_I_scale_0,3.0024261397716507e-05,6.38e-05,6.222202069433241e-05
SIR-1S,32,beta_mu_0,0.4706608131078494,0.474000235,0.4731749163498902
SIR-1S,32,beta_sigma_0,0.005154401,0.004721192,0.012435229
SIR-1S,32,delta_beta_temporal_mu_0,-0.021706827,0.010779975,-0.003820403
SIR-1S,32,delta_beta_temporal_mu_1,0.002569358,0.044279058,0.009630984
SIR-1S,32,delta_beta_temporal_mu_2,0.000923186,0.013043551,0.001389513
SIR-1S,32,delta_beta_temporal_mu_3,0.071984244,0.089999608,0.1024017798836046
SIR-1S,32,delta_beta_temporal_mu_4,0.1008573632599598,0.091558972,0.1352004966829152
SIR-1S,32,delta_beta_temporal_mu_5,-0.108873939,-0.063884647,-0.107187432
SIR-1S,32,delta_beta_temporal_mu_6,-0.113054806,-0.092240278,-0.115806654
SIR-1S,32,delta_beta_temporal_mu_7,-0.007670382,-0.000501753,-0.001574247
SIR-1S,32,delta_beta_temporal_mu_8,-0.025981932,0.00030192,-0.027972284
SIR-1S,32,delta_beta_temporal_mu_9,0.004330727,0.014814176,-0.000404672
SIR-1S,32,delta_beta_temporal_mu_10,0.03178703,0.036394603,0.002317212
SIR-1S,32,delta_beta_temporal_mu_11,0.03272667,0.003427252,0.002134967
SIR-1S,32,delta_beta_temporal_sigma_0,0.036812672,0.038166722,0.030476049
SIR-1S,32,delta_beta_temporal_sigma_1,0.029509447,0.038188371,0.039273031
SIR-1S,32,delta_beta_temporal_sigma_2,0.028724304,0.030700723,0.030572469
SIR-1S,32,delta_beta_temporal_sigma_3,0.043780557,0.048384229,0.05144674
SIR-1S,32,delta_beta_temporal_sigma_4,0.0488955,0.059551957,0.060080156
SIR-1S,32,delta_beta_temporal_sigma_5,0.038376551,0.044019972,0.036211751
SIR-1S,32,delta_beta_temporal_sigma_6,0.024503564,0.040051196,0.036679884
SIR-1S,32,delta_beta_temporal_sigma_7,0.017938203,0.039348778,0.026046717
SIR-1S,32,delta_beta_temporal_sigma_8,0.068581535,0.051228251,0.038987868
SIR-1S,32,delta_beta_temporal_sigma_9,0.054463177,0.054684074,0.039525077
SIR-1S,32,delta_beta_temporal_sigma_10,0.039046747,0.042595576,0.03144671
SIR-1S,32,delta_beta_temporal_sigma_11,0.011075449,0.051091975,0.025732911
SIR-1S,33,rho_h_s_0,0.3035714197282429,0.274692057,0.230516341
SIR-1S,33,rho_h_scale_0,0.004121544,0.00656051,0.006547916
SIR-1S,33,f_R_mu_0,0.2951972484429693,0.354601884,0.3456130520883375
SIR-1S,33,f_R_sigma_0,0.020386394,0.039472274,0.021804396
SIR-1S,33,f_I_s_0,0.8807191567544682,0.233769924,0.1617736517556688
SIR-1S,33,f_I_scale_0,1.6717586695393205e-05,9.04e-05,5.2320854338286246e-05
SIR-1S,33,beta_mu_0,0.479424555,0.471551303,0.4768923893079877
SIR-1S,33,beta_sigma_0,0.005140482,0.012667683,0.011528096
SIR-1S,33,delta_beta_temporal_mu_0,-0.045862725,-0.022895751,-0.021101165
SIR-1S,33,delta_beta_temporal_mu_1,-0.019457717,-0.009982184,-0.004667666
SIR-1S,33,delta_beta_temporal_mu_2,0.005282012,0.035969614,0.013032092
SIR-1S,33,delta_beta_temporal_mu_3,0.043267423,0.029356162,0.089961644
SIR-1S,33,delta_beta_temporal_mu_4,0.090172277,0.153224002,0.1413240741642419
SIR-1S,33,delta_beta_temporal_mu_5,-0.036864825,-0.01644879,-0.015648022
SIR-1S,33,delta_beta_temporal_mu_6,-0.048245897,0.00104235,-0.038068597
SIR-1S,33,delta_beta_temporal_mu_7,0.047251004,0.109827015,0.08196921
SIR-1S,33,delta_beta_temporal_mu_8,0.067508758,0.055756418,0.04138661
SIR-1S,33,delta_beta_temporal_mu_9,0.044436166,0.026889653,0.003666591
SIR-1S,33,delta_beta_temporal_mu_10,0.007348832,-0.006686088,-0.008564654
