model,fips_state,parameter,element,hyperdistribution,2023-2024,2024-2025,2025-2026
SIR-1S,45,delta_beta_temporal,4,norm,0.1857085965784997,0.1446869978216338,0.2788707261172761
SIR-1S,45,delta_beta_temporal,5,norm,-0.1568374485648738,-0.0888325221394964,-0.1802758210874616
SIR-1S,45,delta_beta_temporal,6,norm,-0.0586513005510202,0.1007794686133769,-0.0873700386193874
SIR-1S,45,delta_beta_temporal,7,norm,-0.0197667752940805,-0.0065569775317154,0.1450971516189
SIR-1S,45,delta_beta_temporal,8,norm,0.0387477617024167,-0.1097556443222416,0.1016603770481801
SIR-1S,45,delta_beta_temporal,9,norm,0.0319485568554083,0.0830783203123936,-0.0500234849231602
SIR-1S,45,delta_beta_temporal,10,norm,0.0344787220236268,-0.0306975016712878,-0.0559466883838657
SIR-1S,45,delta_beta_temporal,11,norm,0.064166535717464,-0.0193877699709927,0.0113147997257235
SIR-1S,46,rho_h,0,lognorm,0.0038464468385015,0.0047140761261979,0.0043059712146063
SIR-1S,46,f_R,0,norm,0.3053982426397163,0.2794620924494761,0.290147526588672
SIR-1S,46,f_I,0,lognorm,4.443029835173056e-05,5.123236453426935e-06,2.0910026481864656e-05
SIR-1S,46,beta,0,norm,0.4678337643588958,0.4810266567465006,0.4727766736046468
SIR-1S,46,delta_beta_temporal,0,norm,-0.0275769514632269,-0.02697606176351,-0.0631905536066446
SIR-1S,46,delta_beta_temporal,1,norm,-0.0289280048238306,-0.0415644563690273,-0.0317299216119341
SIR-1S,46,delta_beta_temporal,2,norm,-0.0025640263195824,-0.0171243716845413,0.0034590051643006
SIR-1S,46,delta_beta_temporal,3,norm,0.0447928287601359,-0.0042123719311215,0.0612804228958323
SIR-1S,46,delta_beta_temporal,4,norm,0.0791130791295317,0.0451040102533426,0.1298758353509221
SIR-1S,46,delta_beta_temporal,5,norm,-0.0596541503236767,-0.0011509275422927,-0.0193324121975113
SIR-1S,46,delta_beta_temporal,6,norm,-0.0821159935623617,0.0707451451511999,-0.0329868855351081
SIR-1S,46,delta_beta_temporal,7,norm,-0.0032239791767115,0.1383650857373596,0.0143659447049406
SIR-1S,46,delta_beta_temporal,8,norm,0.0986850589885909,-0.0079276397137272,0.0627696796979164
SIR-1S,46,delta_beta_temporal,9,norm,0.0921602691204107,-0.0265461690353427,0.0249695904035456
SIR-1S,46,delta_beta_temporal,10,norm,0.0791078175125077,-0.0037359863019397,0.0268608225390357
SIR-1S,46,delta_beta_temporal,11,norm,0.003418398833614,0.0258465589663129,0.0159205195110081
SIR-1S,47,rho_h,0,lognorm,0.005556736342305,0.0076991299557817,0.007642741295304
SIR-1S,47,f_R,0,norm,0.3218729380350018,0.2744378807689862,0.3034004256157333
SIR-1S,47,f_I,0,lognorm,0.0002376063996627,9.856437296700128e-06,0.0001332482155442
